text,domain_5,true_label_id,pred_label_id,true_label,pred_label,prob_true,prob_pred,prob_max
mexaniki hərəkətidə izah edsəydlər yüz fayz uşaqlar anlardı təsilin mayhətini mexanika cihazdı mexaniki isə ötrcü qutu ötrücü mühərrik deyək iməncə insanlara dillərində dərs verlərsə cətin sualları asanlıqla həl etmş olalar cərənnədim h news_src s gedim birazda sahələrə baxm burda insana iradmı bildirdim cünki insan elm sahəsinə irad bildrir günaha batram insanın mənfilyini deyərkən görəsiz kütləvi şəkldə təsl ocaqlarının qüsrru olmasını söylyəndəmi günaha datır yoxsa günahsızdı,Social Life & Entertainment,2,0,pos,neg,0.038995806127786636,0.8722191452980042,0.8722191452980042
norveç elə ölkədir səhv etmirəmsə neftdən gələn gəlirin yalnız faizi dövlət büdcəsinə gedir qalanı xalqın m news_src şına pensiyasına sosial müavinət yardımlara gedir məhz elə buna görə norveç həm m news_src şda həm pensiyada dünyada öndə olan ölkələrdəndir allah ölkəni daim eləsin xalqı xoşbəxt olsun neftidə fosforuda qızılı brilliantı olsun dünyaya elə norveçlilər yaşamağı sevən bacaran xalqlar lazımdır qorxaq yaltaq dünyaya xeyri deymeyen zombi yaşayan oksigen oğrusu xalqlar isə elə məhv olub dünyadan getse yaxşıdı maks ölkə milyard haqqını hüququnu tələb edən yaşamağl sevən qayda qanunlu xalqlar dünya bəsdir qalanların nüvənin qabağına ver şumla,Public Services,2,0,pos,neg,0.05310691148042679,0.8680197596549988,0.8680197596549988
düşünürəmki qatillərə həbsxanada psixoloji seanslar keçsinlər travnaların müalicə etməyə çalışsınlar sərbəst buraxılsın hansıki heçkəsə zərər verməyəcək dərəcəyə gəldikdə çoxsu sonradan peşman olur etdiyi əməldən cəzasını obiri du yada çəkəcək zatən dünyada insanlar birbirinə köməl etməlidirlər qatillərin psixoloji travmalarl olduğu elə hərəkət edirlər ümumi stastiskadir yaradılışdan pis insan olaraq doğulan insanlar istisnadır hansıki seans zamanı psixoloq biləcək insana seanslar işə yarayacaq yox ona uuğun hərəkət edilməlidir,,1,0,neu,neg,0.09211485087871552,0.8663957118988037,0.8663957118988037
yazıx atam vredni zavodda iki smen işliyirdi anam smendə bizə kicik xalam kəntdən gəlib baxıb qulluğ eliyirdi ildə dəfə məzunyətə cıxanda ayda dəfə moskvaya meyvə news_src rıb tezbazar satıb gələndə kastyum şalvar ayaqqabılar alıb gətirər maqaizinə verərdiki satılsın cı illərə get axıra gəl naxıra olublar asand yolla pul qazanmaq kapsentdən oyun tutuzdrmaq yutubdan tiktokdan pul cıxardmaq ucruma gedən gənclik ozundən elə razıdıki biri stop deməlidi rüsvaycılığa,Social Life & Entertainment,1,0,neu,neg,0.09312651306390762,0.8658956289291382,0.8658956289291382
salam mover dan hardasa ildi istifadə edirəm məmnunam qiymət baxımından digər şirkətlərlə eynidi sadəcə basic yada standart seçmək lazımdı əgər ağır mal alırsınızsa basic seçsəz standart tarifdən ucuz əgər malınız təxmininizə görə qramdan yüngüldüsə standart tarifi seçsəz ucuz başa gələr əgər elektronik nəsə alırsızsa hardasa qramına dollar ödəyirsiz səhf etmirəmsə ümumi götürəndə ucuz olmağını istəyərdim çatdırılması maxsimum bakıya günə rayonlarada günə gəlir ama elekronik mallar maxsimum günə falan gəlir üstün cəhətidə oduki bəzən mal beyan olunmamış anbara çatanda özləri avtomatik bəyan edirlər ehtiyac qalmır sizin bəyan etməyinizə mənim şikayətim bircə oduki mal bakıdan rayona yola çıxanda sistemdə hələdə bakı anbarında çeşidlənir yazır onuda inkişaf etdirsələr əla,Social Life & Entertainment,1,0,neu,neg,0.10482406616210938,0.8633188009262085,0.8633188009262085
pəhh azad kişinin qarajina giribsən novxanılı azad kişi qiryətli adamdi özüdə biznesmendi adamın rasiyyadada bərk hörməti dövlətin özünündə kişiyə bərk dəyəri allah can sağlıği versin orda qədimi qlınc əsirin ərəb xilafətinin antik qızıldan qaşlardan qalxanıyla birgə heç ərəblərin özlərində antik yoxdu biləsiz evində əsirin xalçası görəsən qalır,Public Services,2,0,pos,neg,0.04356277734041214,0.8624827265739441,0.8624827265739441
hele bunun qeydiyyat olmayan insanları,Public Services,1,0,neu,neg,0.0947585478425026,0.8586565256118774,0.8586565256118774
eslinde kisinin sunnti beli olunmayada biler ferz deil kisinin sunneti ziyan deil olunmamagi dahada ziyandi tibbi cehetdende tesdiq edilib coxluca arasdirin yazn zehmet olmasa sunnet olunmayan cinsi orqanda infeksiya yaranir şəxs bayrini etdikde gerekdikin cinsi orqanini temizelsn buda demek tam temizlemek olmur deye infeksiya dusur qedim dovrden adet enene bele gelib hamisindan qb news_src qda islam dinine inancimiz oldugu ucun bele olmalidi ıslam temizlik teleb edir,Public Services,2,0,pos,neg,0.04302987456321716,0.8571019768714905,0.8571019768714905
statistika düzgün deyil sahələrə görə yox vəzifəyə görə olmalidir ıstenilen sahede fealiyyet deyilende hemin sahede mudur ola biler news_src rici mutexessis kicik mutexessis tebii m news_src şlari ferqli olacaq ayri mesele desez hansisa sahede qadinlari ve kisileri rehber vezifeye goturmurler ildir işleyirem özel dövlet muessisesinde çalişmişam hele men hardasa kimese qadin kimese kişi olduguna gore ferqli m news_src ş verildiyini gormemişm yaxinlarimdan eşitmemişem m news_src ş vezifeye goredir,,1,0,neu,neg,0.1010812371969223,0.8538571000099182,0.8538571000099182
bunun nəyi pisdir övladı olmuyan insanlar genlerindən uşağ yetişdirə bilərlər yada qadınlar övlad sahibi olmağ hansısa dölbeyinə ərə gedib boşanıb uşağı onsuzda zülmlə böyüdəcəysə elə olsun,Public Services,2,0,pos,neg,0.04676459729671478,0.8527992963790894,0.8527992963790894
