text,domain_5,true_label_id,pred_label_id,true_label,pred_label,prob_true,prob_pred,prob_max
mexaniki hərəkətidə izah edsəydlər yüz fayz uşaqlar anlardı təsilin mayhətini mexanika cihazdı mexaniki isə ötrcü qutu ötrücü mühərrik deyək iməncə insanlara dillərində dərs verlərsə cətin sualları asanlıqla həl etmş olalar cərənnədim h news_src s gedim birazda sahələrə baxm burda insana iradmı bildirdim cünki insan elm sahəsinə irad bildrir günaha batram insanın mənfilyini deyərkən görəsiz kütləvi şəkldə təsl ocaqlarının qüsrru olmasını söylyəndəmi günaha datır yoxsa günahsızdı,Social Life & Entertainment,2,0,pos,neg,0.08886799216270447,0.7546089291572571,0.7546089291572571
pəhh azad kişinin qarajina giribsən novxanılı azad kişi qiryətli adamdi özüdə biznesmendi adamın rasiyyadada bərk hörməti dövlətin özünündə kişiyə bərk dəyəri allah can sağlıği versin orda qədimi qlınc əsirin ərəb xilafətinin antik qızıldan qaşlardan qalxanıyla birgə heç ərəblərin özlərində antik yoxdu biləsiz evində əsirin xalçası görəsən qalır,Public Services,2,0,pos,neg,0.09400559961795807,0.7464742660522461,0.7464742660522461
marlon brando filmdeki roluna gore oscar almisdi oscar mukafatini qəbul etmeyib redd etmisdi hetta yerine yerli amerikali qadin cixib cixis metnini ve imtina sebebini izah etmisdi,Public Services,1,0,neu,neg,0.158428356051445,0.7446999549865723,0.7446999549865723
mina qatı dişlərimizi qoruyan qalxandır minanın möhkəmliyi kq mm na çatır almazın möhkəmliyindən qədər aşağıdır dişin mina qatının qalınlığı yerinə görə müxtəlifdir mm qədər ola bilir şəkildə dişlərimizin təbəqələrə görə quruluşu göstərilib diş saçlar ən təbii aksessuarlardır dişləri səliqəli saçları gur yumşaq olan insan sağlam insandır dişləri saçları dırnaqları möhkəmlətmək təbii qidalardan istifadə etmək lazımdır qazlı içkilər kola fanta quru qidalar soyuq su dişlərin düşmənidir dişlərinizi saçlarınızı dırnaqlarınızı qoruyun sağlam qalın,Public Services,2,0,pos,neg,0.09414489567279816,0.7430651783943176,0.7430651783943176
mecidde donuz saxlayridi bilmirəm bunun menasi nedir montajlardan xosuma gelib tolet etmək,Public Services,1,0,neu,neg,0.16226650774478912,0.7407790422439575,0.7407790422439575
nyu yorka şəhərdən avtomobillə daxil olmaq ödənişlidir bunlara rəğmən nyu yorkda metro stansiyası,Public Services,1,0,neu,neg,0.16374126076698303,0.739005446434021,0.739005446434021
qüds təkcə fələstinlilərin davası deyil qüds özünə müsəlman deyən kəsin davasıdır,,2,0,pos,neg,0.09865084290504456,0.7384682297706604,0.7384682297706604
hə başa düşdüm yəqin babasının yanına gəlib bilməyib ölüb,Public Services,1,0,neu,neg,0.16583307087421417,0.733136773109436,0.733136773109436
mesele evvelki cekiye qayitmaq deyil meqsed ele heyat terzi qurmaq lazimdirki evvelki cekide olasan,,1,0,neu,neg,0.16815491020679474,0.7303425669670105,0.7303425669670105
azerbaycandada eledir butun neqliyyat pulsuzdur taksi metro avtobus gemi vertolyot teyyare produktda pulsuzdur kirayede pulsuzdur internet prosto cibimizde pulu ele bele gezdiririkde,Public Services,2,0,pos,neg,0.09939758479595184,0.72996985912323,0.72996985912323
